Id,MSSubClass,Street,Utilities,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Bedroom,Kitchen,KitchenQuality,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,MoSold,YrSold,SaleType,SaleCondition,SalePrice
514,20,Pave,AllPub,Corner,Mitchel,1Story,6,5,1983,1983,Gable,3,1,TA,5,Typ,0,NA,Attchd,1983,Unf,2,484,6,2007,WD,Normal,134000
515,45,Pave,AllPub,Inside,Crawfor,1.5Unf,5,5,1926,1950,Gable,2,1,TA,5,Typ,0,NA,Detchd,1926,Unf,1,200,6,2007,WD,Normal,96500
516,20,Pave,AllPub,Inside,NridgHt,1Story,10,5,2009,2009,Hip,3,1,Ex,9,Typ,1,Gd,Attchd,2009,Fin,3,900,9,2009,New,Partial,402861
517,80,Pave,AllPub,Corner,NWAmes,SLvl,6,6,1972,1972,Gable,3,1,TA,7,Typ,1,TA,Attchd,1972,RFn,2,583,8,2009,COD,Abnorml,158000
518,60,Pave,AllPub,Inside,NoRidge,2Story,7,5,1996,1997,Gable,3,1,Gd,7,Typ,1,TA,Attchd,1996,RFn,3,889,7,2009,WD,Normal,265000
519,60,Pave,AllPub,CulDSac,CollgCr,2Story,6,5,1998,1998,Gable,3,1,TA,7,Typ,0,NA,Attchd,1998,RFn,2,546,5,2007,WD,Normal,211000
520,70,Pave,AllPub,Inside,Crawfor,2Story,7,9,1926,2004,Gambrel,3,1,Gd,9,Typ,2,Gd,Detchd,1926,Unf,1,282,6,2009,WD,Normal,234000
521,190,Pave,AllPub,Inside,OldTown,2Story,4,7,1900,2000,Gable,3,2,TA,7,Typ,0,NA,NA,NA,NA,0,0,8,2008,WD,Normal,106250
522,20,Pave,AllPub,Corner,NAmes,1Story,6,6,1957,1957,Gable,3,1,TA,6,Typ,2,Gd,Attchd,1957,Unf,1,336,5,2007,WD,Normal,150000
523,50,Pave,AllPub,Corner,BrkSide,1.5Fin,6,7,1947,1950,Gable,3,1,TA,7,Typ,2,Gd,Detchd,1950,Unf,2,420,10,2006,WD,Normal,159000
524,60,Pave,AllPub,Inside,Edwards,2Story,10,5,2007,2008,Hip,3,1,Ex,11,Typ,1,Gd,BuiltIn,2007,Fin,3,884,10,2007,New,Partial,184750
525,60,Pave,AllPub,Inside,NoRidge,2Story,7,5,1996,1997,Gable,3,1,Gd,8,Typ,1,TA,Attchd,1996,Fin,3,834,8,2007,WD,Normal,315750
526,20,Pave,AllPub,Inside,Somerst,1Story,7,5,2005,2005,Gable,3,1,Gd,6,Typ,1,TA,Attchd,2005,Unf,2,453,4,2006,WD,Normal,176000
527,20,Pave,AllPub,Inside,NAmes,1Story,5,7,1956,2000,Hip,2,1,TA,4,Typ,0,NA,Attchd,1956,Unf,1,252,6,2007,WD,Normal,132000
528,60,Pave,AllPub,Inside,NridgHt,2Story,9,5,2008,2008,Hip,3,1,Ex,11,Typ,1,Gd,Attchd,2008,Fin,3,858,11,2008,New,Partial,446261
529,30,Pave,AllPub,Inside,Edwards,1Story,4,7,1920,2002,Gable,2,1,TA,5,Typ,0,NA,NA,NA,NA,0,0,7,2007,WD,Normal,86000
530,20,Pave,AllPub,CulDSac,Crawfor,1Story,6,3,1957,1975,Hip,4,2,TA,9,Maj1,2,TA,Attchd,1975,RFn,2,484,3,2007,WD,Alloca,200624
531,80,Pave,AllPub,Inside,Timber,SLvl,6,5,1988,1989,Gable,3,1,Gd,5,Typ,1,Fa,Attchd,1988,RFn,2,600,8,2008,WD,Abnorml,175000
532,70,Pave,AllPub,FR3,BrkSide,2Story,6,8,1920,1999,Gable,3,1,TA,6,Typ,0,NA,Detchd,1920,Fin,2,502,6,2008,WD,Normal,128000
533,20,Pave,AllPub,Inside,NAmes,1Story,5,7,1955,2007,Gable,2,1,TA,5,Mod,1,Po,Detchd,1967,Unf,1,392,4,2010,WD,Normal,107500
534,20,Pave,AllPub,Inside,BrkSide,1Story,1,3,1946,1950,Gable,1,1,Fa,2,Typ,0,NA,NA,NA,NA,0,0,1,2007,WD,Normal,39300
535,60,Pave,AllPub,Inside,Gilbert,2Story,8,5,2004,2004,Gable,3,1,Gd,6,Typ,1,Gd,Attchd,2004,Fin,2,403,10,2006,WD,Normal,178000
536,190,Pave,AllPub,Inside,Edwards,2Story,5,7,1910,1991,Gable,3,1,TA,5,Typ,0,NA,NA,NA,NA,0,0,1,2008,WD,Normal,107500
537,60,Pave,AllPub,CulDSac,CollgCr,2Story,7,5,1998,1999,Gable,3,1,Gd,8,Typ,0,NA,Attchd,1998,Fin,2,527,7,2008,WD,Normal,188000
538,20,Pave,AllPub,FR2,NAmes,1Story,4,5,1972,1972,Hip,3,1,TA,5,Typ,0,NA,Detchd,1980,Unf,2,576,4,2008,COD,Normal,111250
539,20,Pave,AllPub,Inside,Sawyer,1Story,5,5,1968,1968,Hip,3,1,TA,7,Typ,1,Fa,Attchd,1968,Unf,1,336,7,2006,WD,Normal,158000
540,20,Pave,AllPub,Inside,CollgCr,1Story,8,5,2001,2002,Gable,3,1,Gd,6,Typ,1,TA,Attchd,2001,RFn,2,670,5,2010,WD,Normal,272000
541,20,Pave,AllPub,Inside,Timber,1Story,9,5,2006,2006,Hip,2,1,Ex,8,Typ,1,Gd,Attchd,2006,Fin,3,765,3,2009,WD,Normal,315000
542,60,Pave,AllPub,FR2,NoRidge,2Story,8,5,2000,2000,Gable,4,1,Gd,8,Typ,1,TA,BuiltIn,2000,Fin,3,648,6,2007,WD,Normal,248000
543,20,Pave,AllPub,Inside,NWAmes,1Story,7,5,1998,1999,Hip,3,1,Gd,7,Maj1,1,TA,Attchd,1998,Fin,2,583,6,2009,WD,Normal,213250
544,120,Pave,AllPub,Inside,NAmes,SFoyer,7,5,1998,1998,Gable,1,1,TA,4,Typ,0,NA,Attchd,1998,Fin,1,367,6,2007,WD,Normal,133000
545,60,Pave,AllPub,Inside,Gilbert,2Story,7,5,2006,2006,Gable,3,1,Gd,7,Typ,1,Gd,Attchd,2006,RFn,2,426,9,2006,New,Partial,179665
546,50,Pave,AllPub,Corner,NWAmes,1.5Fin,7,5,1988,1988,Gable,4,1,Gd,9,Typ,0,NA,Attchd,1988,Unf,3,786,2,2006,WD,Normal,229000
547,50,Pave,AllPub,Inside,BrkSide,1.5Fin,6,7,1923,1950,Gable,3,1,TA,6,Typ,1,Gd,Detchd,1950,Unf,2,440,5,2007,WD,Normal,210000
548,85,Pave,AllPub,Inside,Mitchel,SFoyer,5,7,1970,1970,Gable,2,1,TA,5,Typ,0,NA,Detchd,1987,Unf,2,624,4,2007,WD,Normal,129500
549,20,Pave,AllPub,Inside,OldTown,1Story,5,7,1955,1995,Gable,2,1,TA,4,Typ,0,NA,Detchd,1963,RFn,2,720,6,2008,WD,Normal,125000
550,60,Pave,AllPub,Inside,Somerst,2Story,7,5,2003,2004,Gable,4,1,Gd,8,Typ,1,Gd,BuiltIn,2003,Fin,2,615,11,2009,WD,Normal,263000
551,120,Pave,AllPub,Inside,NPkVill,1Story,6,6,1977,1977,Gable,2,1,TA,4,Typ,0,NA,Attchd,1977,RFn,2,440,10,2008,COD,Abnorml,140000
552,20,Pave,AllPub,Inside,OldTown,1Story,5,6,1957,1957,Hip,3,1,TA,5,Typ,0,NA,Attchd,1957,Fin,1,288,6,2008,WD,Normal,112500
553,20,Pave,AllPub,Inside,NridgHt,1Story,8,5,2006,2006,Gable,3,1,Gd,7,Typ,1,Gd,Attchd,2006,RFn,3,908,7,2009,WD,Normal,255500
554,20,Pave,AllPub,Inside,Edwards,1Story,4,5,1949,2003,Gable,2,1,Gd,5,Typ,0,NA,Detchd,2002,Fin,2,520,5,2009,WD,Normal,108000
555,60,Pave,AllPub,Inside,NridgHt,2Story,7,5,2003,2004,Gable,3,1,Gd,8,Typ,1,Gd,BuiltIn,2003,RFn,3,871,8,2008,WD,Normal,284000
556,45,Pave,AllPub,Inside,BrkSide,1.5Unf,5,6,1922,1950,Gable,2,1,TA,5,Typ,1,Gd,Detchd,1922,Unf,1,280,8,2006,WD,Normal,113000
557,20,Pave,AllPub,Inside,NAmes,1Story,5,5,1957,1957,Gable,2,1,TA,6,Typ,1,TA,Attchd,1957,Fin,1,299,5,2006,WD,Normal,141000
558,50,Pave,AllPub,Inside,IDOTRR,1.5Fin,4,6,1920,1950,Gable,3,1,TA,7,Typ,0,NA,CarPort,1994,Unf,1,570,9,2006,COD,Normal,108000
559,60,Pave,AllPub,FR2,Gilbert,2Story,7,5,1996,1997,Gable,3,1,TA,6,Typ,1,TA,Attchd,1996,Unf,2,406,8,2008,WD,Normal,175000
560,120,Pave,AllPub,Inside,Blmngtn,1Story,7,5,2003,2004,Gable,2,1,Gd,7,Typ,1,TA,Attchd,2003,Fin,2,420,10,2006,WD,Normal,234000
561,20,Pave,AllPub,Inside,Sawyer,1Story,5,6,1957,1996,Hip,3,1,TA,5,Mod,1,Gd,Detchd,1957,Unf,2,528,5,2010,WD,Normal,121500
562,20,Pave,AllPub,Inside,Mitchel,1Story,5,5,1974,1975,Gable,2,1,TA,6,Typ,1,TA,Attchd,1975,RFn,2,418,4,2006,WD,Normal,170000
563,30,Pave,AllPub,Inside,Edwards,1Story,5,6,1940,1969,Gable,3,1,TA,6,Typ,1,Gd,NA,NA,NA,0,0,7,2008,WD,Normal,108000
564,50,Pave,AllPub,Inside,Edwards,1.5Fin,6,7,1918,1950,Gable,4,1,TA,8,Typ,1,Gd,Detchd,1955,Fin,2,396,7,2008,WD,Normal,185000
565,60,Pave,AllPub,CulDSac,NoRidge,2Story,7,5,1992,2000,Gable,4,1,Gd,9,Typ,1,TA,Attchd,1992,RFn,2,590,7,2006,WD,Normal,268000
566,70,Pave,AllPub,Corner,SWISU,2Story,6,4,1915,1950,Gable,4,1,Fa,6,Typ,0,NA,Detchd,1920,Unf,1,216,5,2010,WD,Normal,128000
567,60,Pave,AllPub,Inside,StoneBr,2Story,9,5,2005,2007,Hip,4,1,Ex,11,Typ,1,Gd,BuiltIn,2005,Fin,3,656,6,2008,WD,Normal,325000
568,20,Pave,AllPub,Inside,NridgHt,1Story,7,5,2004,2004,Gable,3,1,Gd,7,Typ,0,NA,Attchd,2004,RFn,2,532,3,2010,WD,Normal,214000
569,50,Pave,AllPub,Inside,SawyerW,1.5Fin,8,8,1983,2009,Gable,1,1,Gd,5,Min2,1,Gd,BuiltIn,1983,Fin,2,612,9,2009,WD,Normal,316600
570,90,Pave,AllPub,Corner,NAmes,SFoyer,5,5,1979,1979,Gable,2,1,TA,4,Typ,2,TA,Detchd,1979,Unf,2,600,12,2006,WD,Normal,135960
571,90,Pave,AllPub,Inside,NAmes,1Story,5,5,1965,1965,Gable,6,2,TA,10,Typ,0,NA,Detchd,1987,Unf,2,576,11,2008,WD,Normal,142600
572,20,Pave,AllPub,Inside,NAmes,1Story,6,6,1959,1959,Gable,2,1,Gd,4,Typ,0,NA,Attchd,1959,Unf,1,288,10,2006,WD,Abnorml,120000
573,60,Pave,AllPub,Corner,Timber,2Story,7,5,2009,2009,Gable,3,1,Gd,6,Typ,0,NA,Attchd,2009,RFn,2,650,7,2009,New,Partial,224500
574,80,Pave,AllPub,Inside,Gilbert,SLvl,7,5,2000,2000,Gable,3,1,TA,8,Typ,1,TA,BuiltIn,2000,RFn,2,400,12,2007,WD,Normal,170000
575,80,Pave,AllPub,FR2,NAmes,SLvl,5,7,1971,2005,Gambrel,3,1,TA,5,Typ,0,NA,BuiltIn,1971,Unf,1,288,12,2007,WD,Normal,139000
576,50,Pave,AllPub,Inside,NAmes,1.5Fin,5,5,1947,1950,Gable,2,1,TA,6,Typ,0,NA,Detchd,1947,Unf,1,336,10,2008,COD,Abnorml,118500
577,50,Pave,AllPub,Inside,SWISU,1.5Fin,7,7,1928,1950,Gable,3,1,TA,6,Typ,1,Gd,Detchd,1928,Unf,1,216,8,2009,WD,Normal,145000
578,80,Pave,AllPub,Inside,Sawyer,SLvl,5,6,1966,1966,Gable,3,1,TA,6,Typ,2,Fa,Attchd,1966,RFn,2,564,5,2006,WD,Abnorml,164500
579,160,Pave,AllPub,Corner,Somerst,2Story,7,5,2007,2007,Gable,2,1,Gd,5,Typ,0,NA,Detchd,2007,Unf,2,540,2,2008,WD,Abnorml,146000
580,50,Pave,AllPub,Inside,OldTown,1.5Fin,5,5,1954,1954,Gable,4,1,TA,7,Typ,0,NA,Attchd,1954,Unf,1,352,11,2008,WD,Normal,131500
581,20,Pave,AllPub,CulDSac,NAmes,1Story,6,6,1960,1987,Gable,3,1,Gd,7,Typ,2,Gd,Attchd,1960,Unf,2,572,6,2007,WD,Normal,181900
582,20,Pave,AllPub,Inside,NridgHt,1Story,8,5,2008,2009,Hip,3,1,Ex,8,Typ,1,Gd,Attchd,2009,RFn,3,1390,8,2009,New,Partial,253293
583,90,Grvl,AllPub,Inside,Edwards,SFoyer,6,5,1990,1990,Gable,3,1,TA,5,Typ,0,NA,NA,NA,NA,0,0,5,2007,WD,Normal,118500
584,75,Pave,AllPub,Inside,OldTown,2.5Unf,10,9,1893,2000,Gable,3,1,Gd,9,Typ,1,Gd,Detchd,1988,Unf,2,880,7,2008,WD,Normal,325000
585,50,Pave,AllPub,Inside,BrkSide,1.5Fin,4,7,1935,1995,Gable,3,1,Gd,6,Typ,0,NA,Detchd,1935,Unf,1,240,7,2009,WD,Normal,133000
586,20,Pave,AllPub,Inside,Timber,1Story,8,5,2005,2006,Hip,2,1,Gd,7,Typ,2,Gd,Attchd,2005,RFn,3,880,3,2006,New,Partial,369900
587,30,Pave,AllPub,Inside,BrkSide,1Story,6,7,1918,2000,Gable,2,1,Fa,5,Typ,0,NA,Detchd,1961,Fin,1,275,5,2008,WD,Normal,130000
588,85,Pave,AllPub,Inside,Sawyer,SFoyer,5,6,1982,1982,Hip,2,1,TA,4,Typ,0,NA,Detchd,1996,Unf,2,528,7,2009,WD,Normal,137000
589,20,Pave,AllPub,Inside,ClearCr,1Story,5,8,1968,2003,Flat,1,1,Ex,5,Typ,2,Gd,Attchd,1968,Unf,1,452,6,2009,WD,Partial,143000
590,40,Pave,AllPub,Inside,BrkSide,1Story,5,6,1930,1960,Gable,2,1,TA,4,Typ,0,NA,Detchd,1988,Unf,1,308,8,2008,WD,Normal,79500
591,60,Pave,AllPub,Inside,CollgCr,2Story,7,5,2004,2004,Gable,3,1,Gd,6,Typ,0,NA,Attchd,2004,RFn,2,520,9,2008,WD,Normal,185900
592,60,Pave,AllPub,Corner,NridgHt,2Story,10,5,2008,2008,Gable,3,1,Ex,10,Typ,1,Gd,BuiltIn,2008,RFn,3,842,6,2009,ConLI,Normal,451950
593,20,Pave,AllPub,Inside,Mitchel,1Story,5,8,1982,2003,Gable,2,1,TA,4,Typ,0,NA,Detchd,1985,Fin,2,816,6,2008,WD,Normal,138000
594,120,Pave,AllPub,Inside,CollgCr,1Story,6,5,2003,2003,Gable,1,1,Gd,4,Typ,0,NA,Attchd,2003,Fin,2,420,5,2009,WD,Normal,140000
595,20,Pave,AllPub,Inside,CollgCr,1Story,5,6,1975,1975,Hip,3,1,TA,5,Typ,0,NA,Detchd,1981,Unf,1,280,4,2008,WD,Normal,110000
596,20,Pave,AllPub,Inside,StoneBr,1Story,8,5,2005,2006,Gable,3,1,Gd,7,Typ,1,TA,Attchd,2005,Fin,3,758,8,2006,New,Partial,319000
597,70,Pave,AllPub,Inside,OldTown,2Story,6,7,1910,1993,Gable,3,1,TA,7,Typ,0,NA,Detchd,1930,Unf,1,216,10,2006,WD,Normal,114504
598,120,Pave,AllPub,Inside,Blmngtn,1Story,7,5,2006,2007,Gable,2,1,Gd,7,Typ,1,Gd,Attchd,2006,Fin,3,648,2,2007,New,Partial,194201
599,20,Pave,AllPub,Inside,Crawfor,1Story,5,6,1977,1977,Gable,3,1,Gd,7,Typ,1,TA,Attchd,1977,Fin,2,621,3,2006,WD,Normal,217500
600,160,Pave,AllPub,Inside,Blueste,2Story,6,6,1980,1980,Gable,3,1,TA,6,Typ,1,TA,Attchd,1980,Fin,2,452,7,2008,COD,Normal,151000
601,60,Pave,AllPub,Inside,NridgHt,2Story,8,5,2005,2005,Gable,3,1,Ex,8,Typ,1,Gd,BuiltIn,2003,Fin,2,736,6,2006,WD,Normal,275000
602,50,Pave,AllPub,Inside,IDOTRR,1.5Fin,6,6,1937,1950,Gable,3,1,Gd,6,Typ,1,Gd,Detchd,1979,Unf,1,544,12,2007,WD,Normal,141000
603,60,Pave,AllPub,Inside,SawyerW,2Story,8,5,1992,1992,Gable,3,1,Gd,8,Typ,1,TA,Attchd,1992,Fin,2,506,2,2006,WD,Abnorml,220000
604,160,Pave,AllPub,Inside,Somerst,2Story,7,5,2004,2005,Gable,2,1,Gd,4,Typ,0,NA,Detchd,2004,RFn,2,480,6,2010,WD,Normal,151000
605,20,Pave,AllPub,Inside,CollgCr,1Story,7,5,2002,2002,Gable,3,1,Gd,6,Typ,1,TA,Attchd,2002,RFn,2,530,9,2008,WD,Normal,221000
606,60,Pave,AllPub,Inside,NAmes,2Story,7,6,1965,1990,Gable,3,1,TA,7,Typ,3,Fa,Attchd,1965,Unf,2,486,10,2009,WD,Normal,205000
607,20,Pave,AllPub,Corner,CollgCr,1Story,5,5,1996,1996,Gable,3,1,Gd,6,Typ,0,NA,Detchd,2000,Unf,2,576,11,2009,WD,Normal,152000
608,20,Pave,AllPub,Inside,Edwards,2Story,5,8,1948,2002,Gable,3,1,Ex,8,Typ,0,NA,Attchd,1948,Unf,1,230,8,2006,WD,Normal,225000
609,70,Pave,AllPub,Inside,Crawfor,2Story,8,6,1934,1998,Gable,4,1,TA,10,Typ,2,Gd,Basment,1934,Unf,2,380,9,2007,WD,Alloca,359100
610,20,Pave,AllPub,Inside,Sawyer,1Story,4,5,1961,1961,Gable,3,1,TA,5,Typ,0,NA,Attchd,1961,Unf,1,261,4,2007,WD,Normal,118500
611,60,Pave,AllPub,Inside,CollgCr,2Story,9,5,2000,2000,Hip,3,1,Ex,8,Typ,2,Ex,Attchd,2000,Fin,3,736,5,2009,WD,Normal,313000
612,80,Pave,AllPub,FR2,NWAmes,SLvl,6,6,1978,1978,Gable,3,1,TA,6,Typ,1,TA,Attchd,1978,Unf,2,564,7,2007,WD,Normal,148000
613,60,Pave,AllPub,Inside,CollgCr,2Story,8,5,2001,2001,Gable,3,1,Ex,7,Typ,1,TA,BuiltIn,2001,RFn,2,531,11,2009,WD,Normal,261500
614,20,Pave,AllPub,Inside,Mitchel,1Story,5,5,2007,2007,Gable,3,1,TA,6,Typ,0,NA,NA,NA,NA,0,0,12,2007,New,Partial,147000
615,180,Pave,AllPub,Inside,MeadowV,SFoyer,4,6,1972,1972,Gable,1,1,TA,3,Typ,0,NA,NA,NA,NA,0,0,5,2010,WD,Normal,75500
616,85,Pave,AllPub,Inside,NAmes,SFoyer,6,7,1963,1963,Gable,3,1,Gd,6,Typ,0,NA,Attchd,1963,RFn,2,480,5,2010,WD,Abnorml,137500
617,60,Pave,AllPub,Inside,Gilbert,2Story,6,5,2002,2003,Gable,3,1,Gd,7,Typ,1,Gd,Attchd,2002,Fin,2,393,6,2006,WD,Normal,183200
618,45,Pave,AllPub,Corner,NAmes,1.5Unf,6,6,1954,1954,Gable,2,1,Gd,4,Typ,0,NA,Detchd,1962,Unf,2,528,6,2008,WD,Normal,105500
619,20,Pave,AllPub,Inside,NridgHt,1Story,9,5,2007,2007,Hip,3,1,Gd,9,Typ,1,Gd,Attchd,2007,Unf,3,774,7,2007,New,Partial,314813
620,60,Pave,AllPub,Inside,Timber,2Story,8,5,2003,2003,Hip,4,1,Gd,10,Typ,2,Gd,Attchd,2003,Fin,3,749,8,2008,WD,Normal,305000
621,30,Pave,AllPub,Inside,Edwards,1Story,3,3,1914,1950,Gable,2,1,TA,5,Typ,0,NA,NA,NA,NA,0,0,9,2008,WD,Normal,67000
622,60,Pave,AllPub,Inside,NWAmes,2Story,6,7,1974,1997,Gable,4,1,TA,9,Typ,1,TA,Attchd,1974,RFn,2,624,6,2008,WD,Normal,240000
623,20,Pave,AllPub,Inside,Sawyer,1Story,5,6,1977,1977,Gable,3,1,TA,6,Typ,0,NA,Detchd,1986,Unf,2,484,7,2009,WD,Normal,135000
624,160,Pave,AllPub,Inside,Somerst,2Story,6,5,2000,2000,Gable,2,1,Gd,4,Typ,1,TA,Detchd,2000,Unf,2,440,6,2007,WD,Normal,168500
625,60,Pave,AllPub,Inside,NWAmes,2Story,6,5,1972,1972,Gable,4,1,TA,8,Min2,1,TA,Attchd,1972,RFn,2,484,11,2006,WD,Normal,165150
626,20,Pave,AllPub,Corner,NAmes,1Story,6,6,1962,1962,Hip,3,1,TA,5,Typ,0,NA,Attchd,1962,Unf,2,440,2,2010,WD,Normal,160000
627,20,Pave,AllPub,Inside,NAmes,1Story,5,5,1960,1978,Hip,3,1,TA,6,Min1,1,TA,Attchd,1960,RFn,1,286,8,2007,WD,Normal,139900
628,80,Pave,AllPub,Inside,NAmes,SLvl,6,6,1955,1972,Gable,3,1,TA,7,Typ,2,Gd,Basment,1955,RFn,1,364,3,2010,WD,Normal,153000
629,60,Pave,AllPub,Inside,NAmes,2Story,5,5,1969,1969,Gable,5,1,Fa,9,Typ,2,TA,Attchd,1969,Unf,2,504,9,2007,WD,Family,135000
630,80,Pave,AllPub,Corner,NAmes,SLvl,6,5,1964,1964,Gable,3,1,TA,6,Typ,0,NA,Attchd,1964,RFn,2,520,6,2008,WD,Normal,168500
631,70,Pave,AllPub,Corner,OldTown,2Story,5,6,1880,1991,Gable,3,1,Ex,8,Typ,0,NA,Detchd,1937,Unf,1,240,6,2006,WD,Abnorml,124000
632,120,Pave,AllPub,Inside,NridgHt,1Story,8,5,2006,2006,Gable,2,1,Gd,6,Typ,1,Gd,Attchd,2006,RFn,2,627,8,2007,WD,Normal,209500
633,20,Pave,AllPub,Inside,NWAmes,1Story,7,5,1977,1977,Hip,3,1,TA,6,Typ,1,TA,Attchd,1977,Fin,2,544,4,2009,WD,Family,82500
634,20,Pave,AllPub,Corner,NAmes,1Story,5,7,1954,2005,Gable,3,1,TA,6,Typ,0,NA,Attchd,1954,Unf,1,260,7,2007,WD,Normal,139400
635,90,Pave,AllPub,Inside,OldTown,SFoyer,6,5,1980,1980,Gable,0,2,TA,4,Typ,0,NA,Detchd,1980,Unf,2,576,6,2010,WD,Normal,144000
636,190,Pave,AllPub,Inside,SWISU,2.5Fin,6,7,1914,1995,Hip,8,2,Fa,14,Typ,0,NA,NA,NA,NA,0,0,3,2007,WD,Abnorml,200000
637,30,Pave,AllPub,Inside,BrkSide,1Story,2,3,1936,1950,Gable,1,1,Fa,4,Maj1,1,Po,NA,NA,NA,0,0,1,2009,ConLw,Normal,60000
638,190,Pave,AllPub,Inside,OldTown,1.5Fin,5,4,1954,1954,Gable,3,2,Gd,7,Typ,0,NA,BuiltIn,1954,Unf,1,256,11,2009,WD,Normal,93000
639,30,Pave,AllPub,Inside,Edwards,1Story,5,7,1910,1950,Gable,2,1,TA,4,Typ,0,NA,NA,NA,NA,0,0,5,2008,WD,Normal,85000
640,120,Pave,AllPub,Inside,Blmngtn,1Story,8,5,2006,2006,Hip,1,1,Ex,7,Typ,1,Gd,Attchd,2006,Fin,3,648,10,2006,New,Partial,264561
641,120,Pave,AllPub,Inside,NridgHt,1Story,8,5,2003,2004,Hip,1,1,Ex,6,Typ,1,Gd,Attchd,2003,RFn,2,588,4,2008,WD,Normal,274000
642,60,Pave,AllPub,Inside,Somerst,2Story,7,5,2001,2001,Gable,3,1,Gd,7,Typ,1,TA,Attchd,2001,Fin,2,650,5,2007,WD,Normal,226000
643,80,Pave,AllPub,Inside,NAmes,SLvl,8,7,1972,1995,Gable,4,1,Ex,9,Typ,3,TA,Attchd,1972,Fin,2,538,7,2009,WD,Normal,345000
644,60,Pave,AllPub,Inside,NWAmes,2Story,5,5,1969,1969,Mansard,4,1,TA,7,Min1,0,NA,Attchd,1969,Fin,2,462,4,2007,WD,Normal,152000
645,20,Pave,AllPub,Inside,Somerst,1Story,9,5,2009,2009,Gable,2,1,Ex,7,Typ,1,Gd,Attchd,2009,Fin,3,478,10,2009,New,Partial,370878
646,20,Pave,AllPub,Corner,NAmes,1Story,6,5,1971,1971,Hip,3,1,TA,5,Typ,0,NA,Detchd,1979,Unf,2,576,3,2007,WD,Normal,143250
647,20,Pave,AllPub,Inside,NAmes,1Story,5,5,1950,1950,Hip,3,1,TA,7,Min1,0,NA,Detchd,1950,Unf,2,420,7,2008,WD,Normal,98300
648,20,Pave,AllPub,Inside,Edwards,1Story,6,5,1953,1953,Hip,3,1,TA,5,Typ,2,Gd,Attchd,1953,RFn,2,495,6,2008,WD,Normal,155000
649,60,Pave,AllPub,Inside,NAmes,2Story,6,5,1966,1966,Gable,4,1,TA,7,Typ,1,TA,Attchd,1966,Unf,2,442,6,2010,WD,Normal,155000
650,180,Pave,AllPub,Inside,MeadowV,SFoyer,4,6,1970,1970,Gable,1,1,TA,3,Typ,0,NA,NA,NA,NA,0,0,12,2007,WD,Normal,84500
651,60,Pave,AllPub,Inside,Somerst,2Story,7,6,2007,2007,Gable,3,1,Gd,7,Typ,0,NA,Attchd,2007,RFn,2,562,5,2008,WD,Normal,205950
652,70,Pave,AllPub,Inside,Edwards,2Story,4,5,1940,1950,Gable,4,1,TA,7,Typ,1,Gd,Detchd,1940,Unf,1,296,10,2009,WD,Normal,108000
653,60,Pave,AllPub,Inside,CollgCr,2Story,7,5,1996,1996,Gable,2,1,Gd,7,Typ,1,TA,Attchd,1996,RFn,2,512,7,2009,WD,Normal,191000
654,50,Pave,AllPub,Inside,IDOTRR,1.5Fin,6,7,1906,1995,Gable,3,1,TA,7,Typ,0,NA,Detchd,1906,Unf,1,216,6,2008,WD,Normal,135000
655,20,Pave,AllPub,Inside,NoRidge,1Story,8,6,1995,1995,Hip,2,1,Gd,7,Typ,1,TA,Attchd,1995,Fin,3,839,8,2008,WD,Normal,350000
656,160,Pave,AllPub,Inside,BrDale,2Story,6,5,1971,1971,Gable,3,1,TA,6,Typ,0,NA,Detchd,1971,Unf,1,264,3,2010,WD,Family,88000
657,20,Pave,AllPub,Inside,NAmes,1Story,5,7,1959,2006,Gable,3,1,Gd,5,Typ,0,NA,Attchd,1959,RFn,1,312,8,2008,WD,Normal,145500
658,70,Pave,AllPub,Inside,Crawfor,2Story,7,6,1931,2000,Gable,3,1,TA,6,Typ,1,Gd,Attchd,1931,RFn,1,270,2,2008,WD,Normal,149000
659,50,Pave,AllPub,Inside,NAmes,1.5Fin,6,5,1948,1950,Gable,3,1,TA,6,Typ,1,Gd,Attchd,1948,Unf,1,330,1,2010,WD,Abnorml,97500
660,20,Pave,AllPub,Corner,Edwards,1Story,5,7,1964,1999,Hip,3,1,TA,7,Typ,0,NA,Detchd,1968,Fin,2,480,3,2009,WD,Normal,167000
661,60,Pave,AllPub,CulDSac,NWAmes,2Story,7,7,1976,1976,Gable,3,1,TA,7,Typ,1,TA,Attchd,1976,RFn,2,550,11,2007,WD,Normal,197900
662,60,Pave,AllPub,CulDSac,NoRidge,2Story,8,7,1994,2005,Hip,4,1,Gd,8,Typ,1,TA,Attchd,1994,RFn,3,711,7,2009,WD,Normal,402000
663,20,Pave,AllPub,Corner,NAmes,1Story,6,3,1968,1968,Hip,2,1,TA,5,Maj2,2,TA,Attchd,1968,RFn,2,576,7,2009,WD,Normal,110000
664,85,Pave,AllPub,Inside,Edwards,SFoyer,4,5,1972,1972,Gable,3,1,TA,6,Typ,0,NA,Detchd,1974,RFn,2,588,4,2008,WD,Normal,137500
